,county,state,"Rates of Persons, aged 45 to 54, Living with HIV, 2020","Rates of Persons, aged 55+, Living with HIV, 2020",HIV aged 45+
2800,Rockwall,Texas,207.0,138.0,158.7
2801,Runnels,Texas,0.0,140.0,98.0
2802,Rusk,Texas,488.0,202.0,287.79999999999995
2803,Sabine,Texas,0.0,158.0,110.6
2804,San Augustine,Texas,553.0,0.0,165.9
2805,San Jacinto,Texas,412.0,184.0,252.39999999999998
2806,San Patricio,Texas,210.0,138.0,159.6
2807,San Saba,Texas,0.0,0.0,
2808,Schleicher,Texas,0.0,0.0,
2809,Scurry,Texas,0.0,0.0,
2810,Shackelford,Texas,0.0,0.0,
2811,Shelby,Texas,310.0,0.0,93.0
2812,Sherman,Texas,0.0,0.0,
2813,Smith,Texas,590.0,223.0,333.1
2814,Somervell,Texas,0.0,0.0,
2815,Starr,Texas,84.0,0.0,25.2
2816,Stephens,Texas,510.0,0.0,153.0
2817,Sterling,Texas,0.0,0.0,
2818,Stonewall,Texas,0.0,0.0,
2819,Sutton,Texas,0.0,0.0,
2820,Swisher,Texas,0.0,230.0,161.0
2821,Tarrant,Texas,569.0,362.0,424.09999999999997
2822,Taylor,Texas,516.0,220.0,308.79999999999995
2823,Terrell,Texas,0.0,0.0,
2824,Terry,Texas,795.0,217.0,390.4
2825,Throckmorton,Texas,0.0,0.0,
2826,Titus,Texas,250.0,0.0,75.0
2827,Tom Green,Texas,285.0,128.0,175.1
2828,Travis,Texas,737.0,571.0,620.8
2829,Trinity,Texas,0.0,234.0,163.79999999999998
2830,Tyler,Texas,709.0,0.0,212.7
2831,Upshur,Texas,286.0,0.0,85.8
2832,Upton,Texas,0.0,0.0,
2833,Uvalde,Texas,245.0,150.0,178.5
2834,Val Verde,Texas,284.0,0.0,85.2
2835,Van Zandt,Texas,295.0,0.0,88.5
2836,Victoria,Texas,352.0,196.0,242.79999999999998
2837,Walker,Texas,2184.0,1432.0,1657.6
2838,Waller,Texas,218.0,232.0,227.79999999999995
2839,Ward,Texas,0.0,0.0,
2840,Washington,Texas,268.0,0.0,80.39999999999999
2841,Webb,Texas,403.0,267.0,307.79999999999995
2842,Wharton,Texas,581.0,0.0,174.29999999999998
2843,Wheeler,Texas,0.0,0.0,
2844,Wichita,Texas,324.0,168.0,214.8
2845,Wilbarger,Texas,0.0,0.0,
2846,Willacy,Texas,1782.0,0.0,534.6
2847,Williamson,Texas,276.0,176.0,206.0
2848,Wilson,Texas,144.0,0.0,43.199999999999996
2849,Winkler,Texas,0.0,0.0,
2850,Wise,Texas,193.0,0.0,57.9
2851,Wood,Texas,265.0,0.0,79.5
2852,Yoakum,Texas,0.0,0.0,
2853,Young,Texas,0.0,0.0,
2854,Zapata,Texas,0.0,0.0,
2855,Zavala,Texas,0.0,0.0,
2856,Beaver,Utah,0.0,0.0,
2857,Box Elder,Utah,124.0,74.0,89.0
2858,Cache,Utah,129.0,0.0,38.699999999999996
2859,Carbon,Utah,0.0,95.0,66.5
2860,Daggett,Utah,0.0,0.0,
2861,Davis,Utah,153.0,84.0,104.69999999999999
2862,Duchesne,Utah,0.0,130.0,91.0
2863,Emery,Utah,0.0,0.0,
2864,Garfield,Utah,0.0,0.0,
2865,Grand,Utah,0.0,0.0,
2866,Iron,Utah,157.0,106.0,121.29999999999998
2867,Juab,Utah,0.0,0.0,
2868,Kane,Utah,0.0,0.0,
2869,Millard,Utah,477.0,0.0,143.1
2870,Morgan,Utah,0.0,0.0,
2871,Piute,Utah,0.0,0.0,
2872,Rich,Utah,0.0,0.0,
2873,Salt Lake,Utah,426.0,298.0,336.4
2874,San Juan,Utah,0.0,0.0,
2875,Sanpete,Utah,0.0,76.0,53.199999999999996
2876,Sevier,Utah,0.0,80.0,56.0
2877,Summit,Utah,0.0,120.0,84.0
2878,Tooele,Utah,117.0,144.0,135.9
2879,Uintah,Utah,0.0,0.0,
2880,Utah,Utah,100.0,69.0,78.3
2881,Wasatch,Utah,0.0,59.0,41.3
2882,Washington,Utah,176.0,0.0,52.8
2883,Wayne,Utah,0.0,0.0,
2884,Weber,Utah,130.0,139.0,136.3
2885,Addison,Vermont,0.0,0.0,
2886,Bennington,Vermont,0.0,0.0,
2887,Caledonia,Vermont,0.0,0.0,
2888,Chittenden,Vermont,42.0,42.0,42.0
2889,Essex,Vermont,0.0,0.0,
2890,Franklin,Vermont,0.0,0.0,
2891,Grand Isle,Vermont,0.0,0.0,
2892,Lamoille,Vermont,0.0,0.0,
2893,Orange,Vermont,0.0,0.0,
2894,Orleans,Vermont,0.0,0.0,
2895,Rutland,Vermont,0.0,43.0,30.099999999999998
2896,Washington,Vermont,0.0,29.0,20.299999999999997
2897,Windham,Vermont,0.0,0.0,
2898,Windsor,Vermont,0.0,0.0,
2899,Accomack,Virginia,674.0,424.0,498.99999999999994
2900,Albemarle,Virginia,354.0,0.0,106.2
2901,Alexandria,Virginia,1390.0,1443.0,1427.1
2902,Alleghany,Virginia,0.0,213.0,149.1
2903,Amelia,Virginia,301.0,204.0,233.09999999999997
2904,Amherst,Virginia,289.0,0.0,86.7
2905,Appomattox,Virginia,309.0,88.0,154.3
2906,Arlington,Virginia,1033.0,1137.0,1105.8
2907,Augusta,Virginia,121.0,0.0,36.3
2908,Bath,Virginia,0.0,0.0,
2909,Bedford,Virginia,188.0,0.0,56.4
2910,Bedford,Virginia,188.0,,
2911,Bedford,Virginia,,0.0,
2912,Bedford,Virginia,,,
2913,Bland,Virginia,0.0,0.0,
2914,Botetourt,Virginia,128.0,149.0,142.7
2915,Bristol,Virginia,283.0,0.0,84.89999999999999
2916,Brunswick,Virginia,735.0,0.0,220.5
2917,Buchanan,Virginia,210.0,0.0,63.0
2918,Buckingham,Virginia,480.0,452.0,460.4
2919,Buena Vista,Virginia,0.0,0.0,
2920,Campbell,Virginia,244.0,0.0,73.2
2921,Caroline,Virginia,413.0,0.0,123.89999999999999
2922,Carroll,Virginia,0.0,48.0,33.599999999999994
2923,Charles City,Virginia,560.0,350.0,413.0
2924,Charlotte,Virginia,0.0,260.0,182.0
2925,Charlottesville,Virginia,1111.0,572.0,733.7
2926,Chesapeake,Virginia,486.0,342.0,385.19999999999993
2927,Chesterfield,Virginia,351.0,212.0,253.7
2928,Clarke,Virginia,0.0,208.0,145.6
2929,Colonial Heights,Virginia,298.0,373.0,350.49999999999994
2930,Covington,Virginia,996.0,309.0,515.1
2931,Craig,Virginia,0.0,0.0,
2932,Culpeper,Virginia,371.0,0.0,111.3
2933,Cumberland,Virginia,481.0,0.0,144.29999999999998
2934,Danville,Virginia,1059.0,396.0,594.9
2935,Dickenson,Virginia,0.0,0.0,
2936,Dinwiddie,Virginia,180.0,0.0,54.0
2937,Emporia,Virginia,0.0,565.0,395.5
2938,Essex,Virginia,0.0,292.0,204.39999999999998
2939,Fairfax,Virginia,446.0,366.0,390.0
2940,Fairfax,Virginia,446.0,0.0,133.79999999999998
2941,Fairfax,Virginia,605.0,366.0,437.7
2942,Fairfax,Virginia,605.0,0.0,181.5
2943,Falls Church,Virginia,413.0,0.0,123.89999999999999
2944,Fauquier,Virginia,205.0,0.0,61.5
2945,Floyd,Virginia,331.0,126.0,187.5
2946,Fluvanna,Virginia,256.0,216.0,228.0
2947,Franklin,Virginia,152.0,0.0,45.6
2948,Franklin,Virginia,152.0,482.0,383.0
2949,Franklin,Virginia,0.0,0.0,
2950,Franklin,Virginia,0.0,482.0,337.4
2951,Frederick,Virginia,229.0,0.0,68.7
2952,Fredericksburg,Virginia,840.0,739.0,769.3
2953,Galax,Virginia,0.0,0.0,
2954,Giles,Virginia,0.0,82.0,57.4
2955,Gloucester,Virginia,149.0,0.0,44.699999999999996
2956,Goochland,Virginia,383.0,309.0,331.2
2957,Grayson,Virginia,332.0,108.0,175.2
2958,Greene,Virginia,359.0,151.0,213.39999999999998
2959,Greensville,Virginia,1333.0,0.0,399.9
2960,Halifax,Virginia,350.0,236.0,270.2
2961,Hampton,Virginia,892.0,587.0,678.5
2962,Hanover,Virginia,199.0,126.0,147.89999999999998
2963,Harrisonburg,Virginia,448.0,0.0,134.4
2964,Henrico,Virginia,518.0,361.0,408.1
2965,Henry,Virginia,294.0,0.0,88.2
2966,Highland,Virginia,0.0,0.0,
2967,Hopewell,Virginia,1084.0,0.0,325.2
2968,Isle of Wight,Virginia,402.0,0.0,120.6
2969,James City,Virginia,197.0,0.0,59.099999999999994
2970,King and Queen,Virginia,0.0,274.0,191.79999999999998
2971,King George,Virginia,273.0,277.0,275.79999999999995
2972,King William,Virginia,0.0,91.0,63.699999999999996
2973,Lancaster,Virginia,927.0,0.0,278.09999999999997
2974,Lee,Virginia,160.0,69.0,96.3
2975,Lexington,Virginia,0.0,0.0,
2976,Loudoun,Virginia,203.0,177.0,184.79999999999998
2977,Louisa,Virginia,147.0,0.0,44.1
2978,Lunenburg,Virginia,469.0,281.0,337.4
2979,Lynchburg,Virginia,705.0,495.0,558.0
2980,Madison,Virginia,0.0,113.0,79.1
2981,Manassas,Virginia,581.0,403.0,456.4
2982,Manassas Park,Virginia,404.0,166.0,237.39999999999998
2983,Martinsville,Virginia,477.0,302.0,354.5
2984,Mathews,Virginia,0.0,186.0,130.2
2985,Mecklenburg,Virginia,510.0,0.0,153.0
2986,Middlesex,Virginia,0.0,260.0,182.0
2987,Montgomery,Virginia,158.0,0.0,47.4
2988,Nelson,Virginia,0.0,239.0,167.29999999999998
2989,New Kent,Virginia,216.0,174.0,186.6
2990,Newport News,Virginia,990.0,676.0,770.2
2991,Norfolk,Virginia,1977.0,1384.0,1561.9
2992,Northampton,Virginia,584.0,487.0,516.0999999999999
2993,Northumberland,Virginia,0.0,119.0,83.3
2994,Norton,Virginia,0.0,0.0,
2995,Nottoway,Virginia,953.0,0.0,285.9
2996,Orange,Virginia,357.0,215.0,257.6
2997,Page,Virginia,159.0,56.0,86.89999999999999
2998,Patrick,Virginia,0.0,90.0,62.99999999999999
2999,Petersburg,Virginia,2095.0,1612.0,1756.8999999999999
3000,Pittsylvania,Virginia,175.0,0.0,52.5
3001,Poquoson,Virginia,0.0,0.0,
3002,Portsmouth,Virginia,1387.0,855.0,1014.5999999999999
3003,Powhatan,Virginia,367.0,0.0,110.1
3004,Prince Edward,Virginia,552.0,0.0,165.6
3005,Prince George,Virginia,730.0,473.0,550.0999999999999
3006,Prince William,Virginia,414.0,373.0,385.29999999999995
3007,Pulaski,Virginia,125.0,0.0,37.5
3008,Radford,Virginia,0.0,0.0,
3009,Rappahannock,Virginia,0.0,211.0,147.7
3010,Richmond,Virginia,0.0,533.0,373.09999999999997
3011,Richmond,Virginia,0.0,1265.0,885.5
3012,Richmond,Virginia,1539.0,533.0,834.8
3013,Richmond,Virginia,1539.0,1265.0,1347.2
3014,Roanoke,Virginia,212.0,0.0,63.599999999999994
3015,Roanoke,Virginia,212.0,594.0,479.4
3016,Roanoke,Virginia,941.0,0.0,282.3
3017,Roanoke,Virginia,941.0,594.0,698.0999999999999
3018,Rockbridge,Virginia,183.0,72.0,105.3
3019,Rockingham,Virginia,171.0,115.0,131.8
3020,Russell,Virginia,0.0,58.0,40.599999999999994
3021,Salem,Virginia,259.0,165.0,193.2
3022,Scott,Virginia,0.0,0.0,
3023,Shenandoah,Virginia,146.0,0.0,43.8
3024,Smyth,Virginia,336.0,0.0,100.8
3025,Southampton,Virginia,343.0,0.0,102.89999999999999
3026,Spotsylvania,Virginia,364.0,207.0,254.09999999999997
3027,Stafford,Virginia,208.0,238.0,229.0
3028,Staunton,Virginia,341.0,380.0,368.3
3029,Suffolk,Virginia,457.0,390.0,410.1
3030,Surry,Virginia,0.0,283.0,198.1
3031,Sussex,Virginia,1229.0,660.0,830.6999999999999
3032,Tazewell,Virginia,98.0,0.0,29.4
3033,Virginia Beach,Virginia,452.0,336.0,370.79999999999995
3034,Warren,Virginia,287.0,282.0,283.5
3035,Washington,Virginia,99.0,0.0,29.7
3036,Waynesboro,Virginia,625.0,0.0,187.5
3037,Westmoreland,Virginia,407.0,0.0,122.1
3038,Williamsburg,Virginia,738.0,491.0,565.1
3039,Winchester,Virginia,811.0,0.0,243.29999999999998
3040,Wise,Virginia,408.0,0.0,122.39999999999999
3041,Wythe,Virginia,0.0,112.0,78.39999999999999
3042,York,Virginia,146.0,0.0,43.8
3043,Adams,Washington,0.0,0.0,
3044,Asotin,Washington,355.0,55.0,145.0
3045,Benton,Washington,269.0,0.0,80.7
3046,Chelan,Washington,286.0,0.0,85.8
3047,Clallam,Washington,173.0,140.0,149.9
3048,Clark,Washington,334.0,263.0,284.3
3049,Columbia,Washington,0.0,0.0,
3050,Cowlitz,Washington,348.0,0.0,104.39999999999999
3051,Douglas,Washington,0.0,45.0,31.499999999999996
3052,Ferry,Washington,0.0,0.0,
3053,Franklin,Washington,261.0,0.0,78.3
3054,Garfield,Washington,0.0,0.0,
3055,Grant,Washington,104.0,0.0,31.2
3056,Grays Harbor,Washington,273.0,0.0,81.89999999999999
3057,Island,Washington,297.0,0.0,89.1
3058,Jefferson,Washington,158.0,0.0,47.4
3059,King,Washington,654.0,469.0,524.5
3060,Kitsap,Washington,248.0,203.0,216.5
3061,Kittitas,Washington,229.0,110.0,145.7
3062,Klickitat,Washington,0.0,163.0,114.1
3063,Lewis,Washington,214.0,0.0,64.2
3064,Lincoln,Washington,0.0,0.0,
3065,Mason,Washington,322.0,0.0,96.6
3066,Okanogan,Washington,106.0,0.0,31.799999999999997
3067,Pacific,Washington,206.0,218.0,214.39999999999998
3068,Pend Oreille,Washington,0.0,0.0,
3069,Pierce,Washington,396.0,231.0,280.5
3070,San Juan,Washington,262.0,0.0,78.6
3071,Skagit,Washington,251.0,0.0,75.3
3072,Skamania,Washington,0.0,0.0,
3073,Snohomish,Washington,340.0,189.0,234.29999999999998
3074,Spokane,Washington,287.0,176.0,209.29999999999998
3075,Stevens,Washington,0.0,37.0,25.9
3076,Thurston,Washington,222.0,162.0,180.0
3077,Wahkiakum,Washington,0.0,0.0,
3078,Walla Walla,Washington,245.0,0.0,73.5
3079,Whatcom,Washington,276.0,0.0,82.8
3080,Whitman,Washington,161.0,0.0,48.3
3081,Yakima,Washington,246.0,147.0,176.7
3082,District of Columbia,"Washington, D.C.",0.0,0.0,
3083,Barbour,West Virginia,0.0,0.0,
3084,Berkeley,West Virginia,234.0,0.0,70.2
3085,Boone,West Virginia,204.0,0.0,61.199999999999996
3086,Braxton,West Virginia,0.0,0.0,
3087,Brooke,West Virginia,0.0,92.0,64.39999999999999
3088,Cabell,West Virginia,495.0,214.0,298.29999999999995
3089,Calhoun,West Virginia,0.0,0.0,
3090,Clay,West Virginia,0.0,0.0,
3091,Doddridge,West Virginia,0.0,0.0,
3092,Fayette,West Virginia,206.0,97.0,129.7
3093,Gilmer,West Virginia,0.0,296.0,207.2
3094,Grant,West Virginia,0.0,0.0,
3095,Greenbrier,West Virginia,170.0,0.0,51.0
3096,Hampshire,West Virginia,0.0,140.0,98.0
3097,Hancock,West Virginia,0.0,89.0,62.3
3098,Hardy,West Virginia,275.0,0.0,82.5
3099,Harrison,West Virginia,246.0,0.0,73.8
3100,Jackson,West Virginia,0.0,0.0,
3101,Jefferson,West Virginia,219.0,158.0,176.3
3102,Kanawha,West Virginia,503.0,212.0,299.29999999999995
3103,Lewis,West Virginia,0.0,0.0,
3104,Lincoln,West Virginia,0.0,0.0,
3105,Logan,West Virginia,145.0,53.0,80.6
3106,Marion,West Virginia,203.0,0.0,60.9
3107,Marshall,West Virginia,129.0,0.0,38.699999999999996
3108,Mason,West Virginia,0.0,0.0,
3109,McDowell,West Virginia,0.0,0.0,
3110,Mercer,West Virginia,156.0,0.0,46.8
3111,Mineral,West Virginia,0.0,61.0,42.699999999999996
3112,Mingo,West Virginia,0.0,74.0,51.8
3113,Monongalia,West Virginia,209.0,160.0,174.7
3114,Monroe,West Virginia,359.0,0.0,107.7
3115,Morgan,West Virginia,206.0,0.0,61.8
3116,Nicholas,West Virginia,0.0,0.0,
3117,Ohio,West Virginia,217.0,151.0,170.79999999999998
3118,Pendleton,West Virginia,0.0,0.0,
3119,Pleasants,West Virginia,658.0,0.0,197.4
3120,Pocahontas,West Virginia,0.0,0.0,
3121,Preston,West Virginia,296.0,0.0,88.8
3122,Putnam,West Virginia,117.0,0.0,35.1
3123,Raleigh,West Virginia,320.0,0.0,96.0
3124,Randolph,West Virginia,140.0,66.0,88.19999999999999
3125,Ritchie,West Virginia,0.0,0.0,
3126,Roane,West Virginia,0.0,0.0,
3127,Summers,West Virginia,0.0,113.0,79.1
3128,Taylor,West Virginia,0.0,0.0,
3129,Tucker,West Virginia,0.0,0.0,
3130,Tyler,West Virginia,0.0,0.0,
3131,Upshur,West Virginia,0.0,0.0,
3132,Wayne,West Virginia,0.0,56.0,39.199999999999996
3133,Webster,West Virginia,0.0,0.0,
3134,Wetzel,West Virginia,0.0,0.0,
3135,Wirt,West Virginia,0.0,0.0,
3136,Wood,West Virginia,158.0,0.0,47.4
3137,Wyoming,West Virginia,0.0,0.0,
3138,Adams,Wisconsin,0.0,127.0,88.89999999999999
3139,Ashland,Wisconsin,0.0,0.0,
3140,Barron,Wisconsin,97.0,0.0,29.099999999999998
3141,Bayfield,Wisconsin,0.0,82.0,57.4
3142,Brown,Wisconsin,216.0,111.0,142.5
3143,Buffalo,Wisconsin,0.0,0.0,
3144,Burnett,Wisconsin,0.0,0.0,
3145,Calumet,Wisconsin,0.0,0.0,
3146,Chippewa,Wisconsin,76.0,55.0,61.3
3147,Clark,Wisconsin,0.0,75.0,52.5
3148,Columbia,Wisconsin,161.0,0.0,48.3
3149,Crawford,Wisconsin,0.0,0.0,
3150,Dane,Wisconsin,297.0,213.0,238.2
3151,Dodge,Wisconsin,139.0,108.0,117.29999999999998
3152,Door,Wisconsin,165.0,59.0,90.8
3153,Douglas,Wisconsin,135.0,0.0,40.5
3154,Dunn,Wisconsin,122.0,38.0,63.2
3155,Eau Claire,Wisconsin,56.0,0.0,16.8
3156,Florence,Wisconsin,0.0,0.0,
3157,Fond du Lac,Wisconsin,128.0,63.0,82.5
3158,Forest,Wisconsin,0.0,0.0,
3159,Grant,Wisconsin,119.0,57.0,75.6
3160,Green,Wisconsin,0.0,0.0,
3161,Green Lake,Wisconsin,0.0,94.0,65.8
3162,Iowa,Wisconsin,0.0,82.0,57.4
3163,Iron,Wisconsin,0.0,0.0,
3164,Jackson,Wisconsin,0.0,0.0,
3165,Jefferson,Wisconsin,63.0,0.0,18.9
3166,Juneau,Wisconsin,143.0,70.0,91.9
3167,Kenosha,Wisconsin,261.0,147.0,181.2
3168,Kewaunee,Wisconsin,0.0,66.0,46.199999999999996
3169,La Crosse,Wisconsin,151.0,108.0,120.89999999999999
3170,Lafayette,Wisconsin,0.0,0.0,
3171,Langlade,Wisconsin,0.0,0.0,
3172,Lincoln,Wisconsin,0.0,53.0,37.099999999999994
3173,Manitowoc,Wisconsin,72.0,0.0,21.599999999999998
3174,Marathon,Wisconsin,65.0,0.0,19.5
3175,Marinette,Wisconsin,108.0,58.0,73.0
3176,Marquette,Wisconsin,0.0,130.0,91.0
3177,Menominee,Wisconsin,0.0,0.0,
3178,Milwaukee,Wisconsin,712.0,458.0,534.1999999999999
3179,Monroe,Wisconsin,109.0,47.0,65.6
3180,Oconto,Wisconsin,0.0,0.0,
3181,Oneida,Wisconsin,120.0,42.0,65.4
3182,Outagamie,Wisconsin,141.0,0.0,42.3
3183,Ozaukee,Wisconsin,61.0,52.0,54.7
3184,Pepin,Wisconsin,0.0,0.0,
3185,Pierce,Wisconsin,0.0,47.0,32.9
3186,Polk,Wisconsin,90.0,0.0,27.0
3187,Portage,Wisconsin,142.0,59.0,83.9
3188,Price,Wisconsin,0.0,0.0,
3189,Racine,Wisconsin,204.0,132.0,153.6
3190,Richland,Wisconsin,0.0,0.0,
3191,Rock,Wisconsin,210.0,0.0,63.0
3192,Rusk,Wisconsin,0.0,0.0,
3193,Sauk,Wisconsin,90.0,0.0,27.0
3194,Sawyer,Wisconsin,0.0,0.0,
3195,Shawano,Wisconsin,116.0,39.0,62.099999999999994
3196,Sheboygan,Wisconsin,154.0,0.0,46.199999999999996
3197,St. Croix,Wisconsin,73.0,41.0,50.599999999999994
3198,Taylor,Wisconsin,0.0,0.0,
3199,Trempealeau,Wisconsin,0.0,61.0,42.699999999999996
3200,Vernon,Wisconsin,0.0,54.0,37.8
3201,Vilas,Wisconsin,0.0,0.0,
3202,Walworth,Wisconsin,89.0,60.0,68.7
3203,Washburn,Wisconsin,0.0,69.0,48.3
3204,Washington,Wisconsin,54.0,0.0,16.2
3205,Waukesha,Wisconsin,67.0,56.0,59.3
3206,Waupaca,Wisconsin,0.0,37.0,25.9
3207,Waushara,Wisconsin,168.0,57.0,90.3
3208,Winnebago,Wisconsin,152.0,0.0,45.6
3209,Wood,Wisconsin,174.0,67.0,99.1
3210,Albany,Wyoming,155.0,0.0,46.5
3211,Big Horn,Wyoming,0.0,0.0,
3212,Campbell,Wyoming,116.0,69.0,83.1
3213,Carbon,Wyoming,0.0,0.0,
3214,Converse,Wyoming,0.0,0.0,
3215,Crook,Wyoming,0.0,0.0,
3216,Fremont,Wyoming,0.0,107.0,74.89999999999999
3217,Goshen,Wyoming,0.0,122.0,85.39999999999999
3218,Hot Springs,Wyoming,0.0,0.0,
3219,Johnson,Wyoming,0.0,0.0,
3220,Laramie,Wyoming,162.0,0.0,48.6
3221,Lincoln,Wyoming,0.0,0.0,
3222,Natrona,Wyoming,101.0,0.0,30.299999999999997
3223,Niobrara,Wyoming,0.0,0.0,
3224,Park,Wyoming,0.0,0.0,
3225,Platte,Wyoming,0.0,0.0,
3226,Sheridan,Wyoming,0.0,54.0,37.8
3227,Sublette,Wyoming,0.0,0.0,
3228,Sweetwater,Wyoming,0.0,44.0,30.799999999999997
3229,Teton,Wyoming,0.0,0.0,
3230,Uinta,Wyoming,0.0,0.0,
3231,Washakie,Wyoming,0.0,0.0,
3232,Weston,Wyoming,0.0,0.0,
